Region,ContracType,FY,CY,Month,Interval_date,period_30,Scenario,price_real_$,base_dwp,solar_dwp,wind_dwp
TAS,Energy,2058,2058,5,1/05/2058,all,Central,52.73,100%,103%,82%
TAS,Energy,2058,2058,6,1/06/2058,all,Central,119.8,100%,118%,69%
TAS,Energy,2059,2058,7,1/07/2058,all,Central,123.9,100%,100%,80%
TAS,Energy,2059,2058,8,1/08/2058,all,Central,102.69,100%,81%,73%
TAS,Energy,2059,2058,9,1/09/2058,all,Central,83.93,100%,79%,83%
TAS,Energy,2059,2058,10,1/10/2058,all,Central,57.12,100%,82%,98%
TAS,Energy,2059,2058,11,1/11/2058,all,Central,44.67,100%,102%,106%
TAS,Energy,2059,2058,12,1/12/2058,all,Central,54.39,100%,86%,90%
TAS,Energy,2059,2059,1,1/01/2059,all,Central,97.03,100%,76%,91%
TAS,Energy,2059,2059,2,1/02/2059,all,Central,92.4,100%,61%,92%
TAS,Energy,2059,2059,3,1/03/2059,all,Central,129.55,100%,70%,84%
TAS,Energy,2059,2059,4,1/04/2059,all,Central,80.26,100%,77%,84%
TAS,Energy,2059,2059,5,1/05/2059,all,Central,52.77,100%,105%,83%
TAS,Energy,2059,2059,6,1/06/2059,all,Central,120.92,100%,122%,69%
TAS,Energy,2060,2059,7,1/07/2059,all,Central,119.97,100%,97%,79%
TAS,Energy,2060,2059,8,1/08/2059,all,Central,98.17,100%,86%,74%
TAS,Energy,2060,2059,9,1/09/2059,all,Central,76.48,100%,96%,82%
TAS,Energy,2060,2059,10,1/10/2059,all,Central,58.51,100%,93%,93%
TAS,Energy,2060,2059,11,1/11/2059,all,Central,43.16,100%,90%,105%
TAS,Energy,2060,2059,12,1/12/2059,all,Central,52,100%,87%,92%
TAS,Energy,2060,2060,1,1/01/2060,all,Central,95.42,100%,81%,92%
TAS,Energy,2060,2060,2,1/02/2060,all,Central,99.74,100%,58%,89%
TAS,Energy,2060,2060,3,1/03/2060,all,Central,130.21,100%,76%,83%
TAS,Energy,2060,2060,4,1/04/2060,all,Central,80.06,100%,70%,82%
TAS,Energy,2060,2060,5,1/05/2060,all,Central,63.93,100%,107%,79%
TAS,Energy,2060,2060,6,1/06/2060,all,Central,113.04,100%,125%,69%
VIC,Energy,2025,2024,7,1/07/2024,all,Central,90.96,100%,75%,96%
VIC,Energy,2025,2024,8,1/08/2024,all,Central,91.2,100%,92%,92%
VIC,Energy,2025,2024,9,1/09/2024,all,Central,70.43,100%,104%,128%
VIC,Energy,2025,2024,10,1/10/2024,all,Central,64.81,100%,148%,127%
VIC,Energy,2025,2024,11,1/11/2024,all,Central,55.12,100%,109%,134%
VIC,Energy,2025,2024,12,1/12/2024,all,Central,81.42,100%,104%,113%
VIC,Energy,2025,2025,1,1/01/2025,all,Central,110.49,100%,84%,81%
VIC,Energy,2025,2025,2,1/02/2025,all,Central,83.4,100%,81%,94%
VIC,Energy,2025,2025,3,1/03/2025,all,Central,139.58,100%,76%,105%
VIC,Energy,2025,2025,4,1/04/2025,all,Central,71.37,100%,93%,115%
VIC,Energy,2025,2025,5,1/05/2025,all,Central,30.9,100%,144%,204%
VIC,Energy,2025,2025,6,1/06/2025,all,Central,110.86,100%,64%,85%
VIC,Energy,2026,2025,7,1/07/2025,all,Central,90.6,100%,80%,88%
VIC,Energy,2026,2025,8,1/08/2025,all,Central,88.72,100%,96%,83%
VIC,Energy,2026,2025,9,1/09/2025,all,Central,85.23,100%,73%,107%
VIC,Energy,2026,2025,10,1/10/2025,all,Central,53.71,100%,110%,127%
VIC,Energy,2026,2025,11,1/11/2025,all,Central,49.72,100%,103%,125%
VIC,Energy,2026,2025,12,1/12/2025,all,Central,74.93,100%,99%,104%
VIC,Energy,2026,2026,1,1/01/2026,all,Central,102.79,100%,91%,96%
VIC,Energy,2026,2026,2,1/02/2026,all,Central,78.7,100%,83%,91%
VIC,Energy,2026,2026,3,1/03/2026,all,Central,119.31,100%,72%,84%
VIC,Energy,2026,2026,4,1/04/2026,all,Central,67.57,100%,98%,110%
VIC,Energy,2026,2026,5,1/05/2026,all,Central,24.68,100%,162%,201%
VIC,Energy,2026,2026,6,1/06/2026,all,Central,104.89,100%,96%,85%
VIC,Energy,2027,2026,7,1/07/2026,all,Central,86.48,100%,88%,85%
VIC,Energy,2027,2026,8,1/08/2026,all,Central,87.2,100%,101%,88%
VIC,Energy,2027,2026,9,1/09/2026,all,Central,77.07,100%,81%,100%
VIC,Energy,2027,2026,10,1/10/2026,all,Central,61.27,100%,93%,117%
VIC,Energy,2027,2026,11,1/11/2026,all,Central,54.53,100%,93%,122%
VIC,Energy,2027,2026,12,1/12/2026,all,Central,86.17,100%,87%,102%
VIC,Energy,2027,2027,1,1/01/2027,all,Central,80.34,100%,86%,95%
VIC,Energy,2027,2027,2,1/02/2027,all,Central,75.7,100%,81%,95%
VIC,Energy,2027,2027,3,1/03/2027,all,Central,105.97,100%,76%,92%
VIC,Energy,2027,2027,4,1/04/2027,all,Central,74.71,100%,90%,105%
VIC,Energy,2027,2027,5,1/05/2027,all,Central,35.39,100%,122%,132%
VIC,Energy,2027,2027,6,1/06/2027,all,Central,129.25,100%,94%,85%
VIC,Energy,2028,2027,7,1/07/2027,all,Central,103.41,100%,129%,73%
VIC,Energy,2028,2027,8,1/08/2027,all,Central,96.15,100%,92%,81%
VIC,Energy,2028,2027,9,1/09/2027,all,Central,82.63,100%,76%,98%
VIC,Energy,2028,2027,10,1/10/2027,all,Central,64.27,100%,95%,112%
VIC,Energy,2028,2027,11,1/11/2027,all,Central,61.36,100%,92%,113%
VIC,Energy,2028,2027,12,1/12/2027,all,Central,76.15,100%,93%,105%
VIC,Energy,2028,2028,1,1/01/2028,all,Central,88.89,100%,83%,93%
VIC,Energy,2028,2028,2,1/02/2028,all,Central,88.8,100%,77%,93%
VIC,Energy,2028,2028,3,1/03/2028,all,Central,141.46,100%,75%,88%
VIC,Energy,2028,2028,4,1/04/2028,all,Central,72.42,100%,92%,105%
VIC,Energy,2028,2028,5,1/05/2028,all,Central,46.18,100%,114%,110%
VIC,Energy,2028,2028,6,1/06/2028,all,Central,110.4,100%,81%,82%
VIC,Energy,2029,2028,7,1/07/2028,all,Central,119.13,100%,88%,85%
VIC,Energy,2029,2028,8,1/08/2028,all,Central,119.35,100%,87%,82%
VIC,Energy,2029,2028,9,1/09/2028,all,Central,91.41,100%,77%,94%
VIC,Energy,2029,2028,10,1/10/2028,all,Central,80.55,100%,85%,103%
VIC,Energy,2029,2028,11,1/11/2028,all,Central,77.34,100%,85%,108%
VIC,Energy,2029,2028,12,1/12/2028,all,Central,103.3,100%,104%,100%
VIC,Energy,2029,2029,1,1/01/2029,all,Central,106,100%,84%,92%
VIC,Energy,2029,2029,2,1/02/2029,all,Central,112.49,100%,73%,87%
VIC,Energy,2029,2029,3,1/03/2029,all,Central,134.2,100%,83%,93%
VIC,Energy,2029,2029,4,1/04/2029,all,Central,98.21,100%,79%,99%
VIC,Energy,2029,2029,5,1/05/2029,all,Central,71.1,100%,105%,98%
VIC,Energy,2029,2029,6,1/06/2029,all,Central,158.92,100%,75%,84%
VIC,Energy,2030,2029,7,1/07/2029,all,Central,121.48,100%,76%,87%
VIC,Energy,2030,2029,8,1/08/2029,all,Central,117.35,100%,74%,86%
VIC,Energy,2030,2029,9,1/09/2029,all,Central,96.76,100%,53%,97%
VIC,Energy,2030,2029,10,1/10/2029,all,Central,70.15,100%,79%,114%
VIC,Energy,2030,2029,11,1/11/2029,all,Central,68.8,100%,83%,118%
VIC,Energy,2030,2029,12,1/12/2029,all,Central,78.6,100%,90%,111%
VIC,Energy,2030,2030,1,1/01/2030,all,Central,94.57,100%,83%,97%
VIC,Energy,2030,2030,2,1/02/2030,all,Central,87.87,100%,79%,99%
VIC,Energy,2030,2030,3,1/03/2030,all,Central,123.52,100%,84%,94%
VIC,Energy,2030,2030,4,1/04/2030,all,Central,90.54,100%,72%,102%
VIC,Energy,2030,2030,5,1/05/2030,all,Central,63.19,100%,75%,105%
VIC,Energy,2030,2030,6,1/06/2030,all,Central,147.45,100%,70%,85%
VIC,Energy,2031,2030,7,1/07/2030,all,Central,97.57,100%,77%,88%
VIC,Energy,2031,2030,8,1/08/2030,all,Central,104.44,100%,76%,87%
VIC,Energy,2031,2030,9,1/09/2030,all,Central,78.45,100%,69%,98%
VIC,Energy,2031,2030,10,1/10/2030,all,Central,68.96,100%,81%,109%
VIC,Energy,2031,2030,11,1/11/2030,all,Central,60.36,100%,82%,109%
VIC,Energy,2031,2030,12,1/12/2030,all,Central,86.71,100%,70%,98%
VIC,Energy,2031,2031,1,1/01/2031,all,Central,85.52,100%,79%,89%
VIC,Energy,2031,2031,2,1/02/2031,all,Central,78.94,100%,74%,93%
VIC,Energy,2031,2031,3,1/03/2031,all,Central,104.85,100%,76%,91%
VIC,Energy,2031,2031,4,1/04/2031,all,Central,86.36,100%,66%,93%
VIC,Energy,2031,2031,5,1/05/2031,all,Central,61.14,100%,69%,97%
VIC,Energy,2031,2031,6,1/06/2031,all,Central,104.76,100%,79%,90%
VIC,Energy,2032,2031,7,1/07/2031,all,Central,119.68,100%,103%,80%
VIC,Energy,2032,2031,8,1/08/2031,all,Central,119.07,100%,72%,83%
VIC,Energy,2032,2031,9,1/09/2031,all,Central,83.95,100%,68%,96%
VIC,Energy,2032,2031,10,1/10/2031,all,Central,72.14,100%,82%,104%
VIC,Energy,2032,2031,11,1/11/2031,all,Central,64.05,100%,82%,105%
VIC,Energy,2032,2031,12,1/12/2031,all,Central,66.89,100%,87%,105%
VIC,Energy,2032,2032,1,1/01/2032,all,Central,88.11,100%,80%,91%
VIC,Energy,2032,2032,2,1/02/2032,all,Central,90.6,100%,71%,92%
VIC,Energy,2032,2032,3,1/03/2032,all,Central,110.31,100%,79%,93%
VIC,Energy,2032,2032,4,1/04/2032,all,Central,88.66,100%,76%,89%
VIC,Energy,2032,2032,5,1/05/2032,all,Central,71.27,100%,70%,91%
VIC,Energy,2032,2032,6,1/06/2032,all,Central,111.83,100%,82%,90%
VIC,Energy,2033,2032,7,1/07/2032,all,Central,109.76,100%,79%,85%
VIC,Energy,2033,2032,8,1/08/2032,all,Central,107.88,100%,77%,84%
VIC,Energy,2033,2032,9,1/09/2032,all,Central,80.14,100%,71%,93%
VIC,Energy,2033,2032,10,1/10/2032,all,Central,71.24,100%,83%,101%
VIC,Energy,2033,2032,11,1/11/2032,all,Central,61.68,100%,79%,105%
VIC,Energy,2033,2032,12,1/12/2032,all,Central,80.02,100%,69%,96%
VIC,Energy,2033,2033,1,1/01/2033,all,Central,87.84,100%,80%,89%
VIC,Energy,2033,2033,2,1/02/2033,all,Central,85.61,100%,75%,95%
VIC,Energy,2033,2033,3,1/03/2033,all,Central,118.36,100%,79%,94%
VIC,Energy,2033,2033,4,1/04/2033,all,Central,98.67,100%,66%,88%
VIC,Energy,2033,2033,5,1/05/2033,all,Central,59.26,100%,74%,95%
VIC,Energy,2033,2033,6,1/06/2033,all,Central,117.15,100%,80%,90%
VIC,Energy,2034,2033,7,1/07/2033,all,Central,111.89,100%,81%,84%
VIC,Energy,2034,2033,8,1/08/2033,all,Central,104.78,100%,75%,83%
VIC,Energy,2034,2033,9,1/09/2033,all,Central,97.91,100%,50%,95%
VIC,Energy,2034,2033,10,1/10/2033,all,Central,59.04,100%,83%,103%
VIC,Energy,2034,2033,11,1/11/2033,all,Central,53.68,100%,74%,102%
VIC,Energy,2034,2033,12,1/12/2033,all,Central,58.9,100%,86%,101%
VIC,Energy,2034,2034,1,1/01/2034,all,Central,98.49,100%,82%,90%
VIC,Energy,2034,2034,2,1/02/2034,all,Central,102.12,100%,74%,94%
VIC,Energy,2034,2034,3,1/03/2034,all,Central,139.75,100%,82%,95%
VIC,Energy,2034,2034,4,1/04/2034,all,Central,101.33,100%,73%,95%
VIC,Energy,2034,2034,5,1/05/2034,all,Central,60.46,100%,71%,94%
VIC,Energy,2034,2034,6,1/06/2034,all,Central,123.81,100%,76%,89%
VIC,Energy,2035,2034,7,1/07/2034,all,Central,102.48,100%,81%,83%
VIC,Energy,2035,2034,8,1/08/2034,all,Central,99.61,100%,75%,82%
VIC,Energy,2035,2034,9,1/09/2034,all,Central,77.72,100%,60%,85%
VIC,Energy,2035,2034,10,1/10/2034,all,Central,57.23,100%,82%,100%
VIC,Energy,2035,2034,11,1/11/2034,all,Central,49.83,100%,75%,101%
VIC,Energy,2035,2034,12,1/12/2034,all,Central,53.96,100%,88%,100%
VIC,Energy,2035,2035,1,1/01/2035,all,Central,102.54,100%,85%,86%
VIC,Energy,2035,2035,2,1/02/2035,all,Central,101.55,100%,70%,90%
VIC,Energy,2035,2035,3,1/03/2035,all,Central,130.5,100%,83%,94%
VIC,Energy,2035,2035,4,1/04/2035,all,Central,96.96,100%,73%,92%
VIC,Energy,2035,2035,5,1/05/2035,all,Central,55.34,100%,69%,93%
VIC,Energy,2035,2035,6,1/06/2035,all,Central,110.32,100%,78%,88%
VIC,Energy,2036,2035,7,1/07/2035,all,Central,155.17,100%,70%,75%
VIC,Energy,2036,2035,8,1/08/2035,all,Central,145.7,100%,61%,67%
VIC,Energy,2036,2035,9,1/09/2035,all,Central,88.61,100%,56%,83%
VIC,Energy,2036,2035,10,1/10/2035,all,Central,58.65,100%,79%,100%
VIC,Energy,2036,2035,11,1/11/2035,all,Central,47.74,100%,75%,102%
VIC,Energy,2036,2035,12,1/12/2035,all,Central,53.75,100%,86%,102%
VIC,Energy,2036,2036,1,1/01/2036,all,Central,129.29,100%,72%,89%
VIC,Energy,2036,2036,2,1/02/2036,all,Central,144.19,100%,62%,92%
VIC,Energy,2036,2036,3,1/03/2036,all,Central,159.41,100%,80%,93%
VIC,Energy,2036,2036,4,1/04/2036,all,Central,123.02,100%,70%,91%
VIC,Energy,2036,2036,5,1/05/2036,all,Central,82.47,100%,79%,97%
VIC,Energy,2036,2036,6,1/06/2036,all,Central,149.23,100%,76%,87%
VIC,Energy,2037,2036,7,1/07/2036,all,Central,163.98,100%,64%,75%
VIC,Energy,2037,2036,8,1/08/2036,all,Central,163.52,100%,53%,72%
VIC,Energy,2037,2036,9,1/09/2036,all,Central,80.96,100%,54%,81%
VIC,Energy,2037,2036,10,1/10/2036,all,Central,52.54,100%,77%,96%
VIC,Energy,2037,2036,11,1/11/2036,all,Central,45.1,100%,72%,101%
VIC,Energy,2037,2036,12,1/12/2036,all,Central,52.76,100%,80%,97%
VIC,Energy,2037,2037,1,1/01/2037,all,Central,111.69,100%,81%,89%
VIC,Energy,2037,2037,2,1/02/2037,all,Central,116.55,100%,68%,95%
VIC,Energy,2037,2037,3,1/03/2037,all,Central,163.62,100%,80%,93%
VIC,Energy,2037,2037,4,1/04/2037,all,Central,139.69,100%,64%,87%
VIC,Energy,2037,2037,5,1/05/2037,all,Central,87.82,100%,58%,91%
VIC,Energy,2037,2037,6,1/06/2037,all,Central,155.59,100%,77%,88%
VIC,Energy,2038,2037,7,1/07/2037,all,Central,139.85,100%,75%,80%
VIC,Energy,2038,2037,8,1/08/2037,all,Central,133.59,100%,66%,73%
VIC,Energy,2038,2037,9,1/09/2037,all,Central,90.26,100%,48%,72%
VIC,Energy,2038,2037,10,1/10/2037,all,Central,50.77,100%,77%,96%
VIC,Energy,2038,2037,11,1/11/2037,all,Central,44.63,100%,71%,99%
VIC,Energy,2038,2037,12,1/12/2037,all,Central,69.12,100%,69%,94%
VIC,Energy,2038,2038,1,1/01/2038,all,Central,112.12,100%,81%,88%
VIC,Energy,2038,2038,2,1/02/2038,all,Central,116.56,100%,67%,95%
VIC,Energy,2038,2038,3,1/03/2038,all,Central,200.67,100%,93%,79%
VIC,Energy,2038,2038,4,1/04/2038,all,Central,156.85,100%,67%,81%
VIC,Energy,2038,2038,5,1/05/2038,all,Central,82.68,100%,62%,90%
VIC,Energy,2038,2038,6,1/06/2038,all,Central,159.29,100%,77%,88%
VIC,Energy,2039,2038,7,1/07/2038,all,Central,148.95,100%,73%,77%
VIC,Energy,2039,2038,8,1/08/2038,all,Central,141.16,100%,64%,73%
VIC,Energy,2039,2038,9,1/09/2038,all,Central,85.33,100%,52%,74%
VIC,Energy,2039,2038,10,1/10/2038,all,Central,53.73,100%,75%,92%
VIC,Energy,2039,2038,11,1/11/2038,all,Central,46.74,100%,70%,97%
VIC,Energy,2039,2038,12,1/12/2038,all,Central,82.98,100%,52%,72%
VIC,Energy,2039,2039,1,1/01/2039,all,Central,131.6,100%,77%,81%
VIC,Energy,2039,2039,2,1/02/2039,all,Central,119.56,100%,67%,94%
VIC,Energy,2039,2039,3,1/03/2039,all,Central,170.08,100%,80%,93%
VIC,Energy,2039,2039,4,1/04/2039,all,Central,151.62,100%,62%,82%
VIC,Energy,2039,2039,5,1/05/2039,all,Central,85.49,100%,62%,89%
VIC,Energy,2039,2039,6,1/06/2039,all,Central,163.67,100%,78%,88%
VIC,Energy,2040,2039,7,1/07/2039,all,Central,212.6,100%,53%,67%
VIC,Energy,2040,2039,8,1/08/2039,all,Central,151.38,100%,65%,69%
VIC,Energy,2040,2039,9,1/09/2039,all,Central,80.71,100%,54%,83%
VIC,Energy,2040,2039,10,1/10/2039,all,Central,50.48,100%,77%,91%
VIC,Energy,2040,2039,11,1/11/2039,all,Central,54.97,100%,75%,83%
VIC,Energy,2040,2039,12,1/12/2039,all,Central,55.16,100%,72%,93%
VIC,Energy,2040,2040,1,1/01/2040,all,Central,128.58,100%,80%,81%
VIC,Energy,2040,2040,2,1/02/2040,all,Central,121.87,100%,69%,95%
VIC,Energy,2040,2040,3,1/03/2040,all,Central,179.09,100%,77%,92%
VIC,Energy,2040,2040,4,1/04/2040,all,Central,138,100%,67%,87%
VIC,Energy,2040,2040,5,1/05/2040,all,Central,95.28,100%,70%,87%
VIC,Energy,2040,2040,6,1/06/2040,all,Central,173.8,100%,73%,86%
VIC,Energy,2041,2040,7,1/07/2040,all,Central,177.74,100%,66%,72%
VIC,Energy,2041,2040,8,1/08/2040,all,Central,137.77,100%,69%,73%
VIC,Energy,2041,2040,9,1/09/2040,all,Central,74.94,100%,59%,80%
VIC,Energy,2041,2040,10,1/10/2040,all,Central,47.7,100%,74%,90%
VIC,Energy,2041,2040,11,1/11/2040,all,Central,42.54,100%,71%,96%
VIC,Energy,2041,2040,12,1/12/2040,all,Central,58.8,100%,77%,91%
VIC,Energy,2041,2041,1,1/01/2041,all,Central,119.61,100%,83%,88%
VIC,Energy,2041,2041,2,1/02/2041,all,Central,138.7,100%,59%,84%
VIC,Energy,2041,2041,3,1/03/2041,all,Central,184.72,100%,89%,89%
VIC,Energy,2041,2041,4,1/04/2041,all,Central,183.56,100%,56%,84%
VIC,Energy,2041,2041,5,1/05/2041,all,Central,104.18,100%,70%,82%
VIC,Energy,2041,2041,6,1/06/2041,all,Central,182.72,100%,76%,85%
VIC,Energy,2042,2041,7,1/07/2041,all,Central,175.84,100%,68%,74%
VIC,Energy,2042,2041,8,1/08/2041,all,Central,195.08,100%,50%,56%
VIC,Energy,2042,2041,9,1/09/2041,all,Central,112.29,100%,44%,68%
VIC,Energy,2042,2041,10,1/10/2041,all,Central,51.9,100%,71%,89%
VIC,Energy,2042,2041,11,1/11/2041,all,Central,45.37,100%,70%,96%
VIC,Energy,2042,2041,12,1/12/2041,all,Central,63.8,100%,75%,91%
VIC,Energy,2042,2042,1,1/01/2042,all,Central,134.04,100%,77%,84%
VIC,Energy,2042,2042,2,1/02/2042,all,Central,120.83,100%,67%,94%
VIC,Energy,2042,2042,3,1/03/2042,all,Central,166.11,100%,82%,93%
VIC,Energy,2042,2042,4,1/04/2042,all,Central,152.99,100%,67%,87%
VIC,Energy,2042,2042,5,1/05/2042,all,Central,110.06,100%,60%,87%
VIC,Energy,2042,2042,6,1/06/2042,all,Central,176.58,100%,83%,88%
VIC,Energy,2043,2042,7,1/07/2042,all,Central,169.54,100%,72%,75%
VIC,Energy,2043,2042,8,1/08/2042,all,Central,157.53,100%,62%,68%
VIC,Energy,2043,2042,9,1/09/2042,all,Central,105.11,100%,48%,68%
VIC,Energy,2043,2042,10,1/10/2042,all,Central,51.36,100%,71%,89%
VIC,Energy,2043,2042,11,1/11/2042,all,Central,44.6,100%,71%,96%
VIC,Energy,2043,2042,12,1/12/2042,all,Central,73.57,100%,63%,92%
VIC,Energy,2043,2043,1,1/01/2043,all,Central,150.74,100%,70%,76%
VIC,Energy,2043,2043,2,1/02/2043,all,Central,119.76,100%,66%,94%
VIC,Energy,2043,2043,3,1/03/2043,all,Central,167.87,100%,83%,92%
VIC,Energy,2043,2043,4,1/04/2043,all,Central,145.53,100%,71%,90%
VIC,Energy,2043,2043,5,1/05/2043,all,Central,116.06,100%,89%,87%
VIC,Energy,2043,2043,6,1/06/2043,all,Central,200.16,100%,75%,85%
VIC,Energy,2044,2043,7,1/07/2043,all,Central,189.02,100%,65%,68%
VIC,Energy,2044,2043,8,1/08/2043,all,Central,155.11,100%,65%,70%
VIC,Energy,2044,2043,9,1/09/2043,all,Central,94.27,100%,55%,80%
VIC,Energy,2044,2043,10,1/10/2043,all,Central,51.65,100%,72%,89%
VIC,Energy,2044,2043,11,1/11/2043,all,Central,55.59,100%,81%,83%
VIC,Energy,2044,2043,12,1/12/2043,all,Central,62.33,100%,70%,92%
VIC,Energy,2044,2044,1,1/01/2044,all,Central,134.36,100%,79%,83%
VIC,Energy,2044,2044,2,1/02/2044,all,Central,120.22,100%,69%,98%
VIC,Energy,2044,2044,3,1/03/2044,all,Central,172.09,100%,78%,92%
VIC,Energy,2044,2044,4,1/04/2044,all,Central,141.68,100%,69%,89%
VIC,Energy,2044,2044,5,1/05/2044,all,Central,105.82,100%,76%,89%
VIC,Energy,2044,2044,6,1/06/2044,all,Central,197.57,100%,74%,82%
VIC,Energy,2045,2044,7,1/07/2044,all,Central,160.58,100%,74%,76%
VIC,Energy,2045,2044,8,1/08/2044,all,Central,182.55,100%,54%,61%
VIC,Energy,2045,2044,9,1/09/2044,all,Central,85.44,100%,59%,78%
VIC,Energy,2045,2044,10,1/10/2044,all,Central,54.08,100%,67%,87%
VIC,Energy,2045,2044,11,1/11/2044,all,Central,45.54,100%,70%,95%
VIC,Energy,2045,2044,12,1/12/2044,all,Central,63.19,100%,73%,92%
VIC,Energy,2045,2045,1,1/01/2045,all,Central,128.12,100%,82%,87%
VIC,Energy,2045,2045,2,1/02/2045,all,Central,130.11,100%,73%,86%
VIC,Energy,2045,2045,3,1/03/2045,all,Central,162.45,100%,82%,93%
VIC,Energy,2045,2045,4,1/04/2045,all,Central,141.52,100%,72%,90%
VIC,Energy,2045,2045,5,1/05/2045,all,Central,102.33,100%,69%,89%
VIC,Energy,2045,2045,6,1/06/2045,all,Central,191.31,100%,81%,88%
VIC,Energy,2046,2045,7,1/07/2045,all,Central,161.29,100%,105%,79%
VIC,Energy,2046,2045,8,1/08/2045,all,Central,153.68,100%,64%,70%
VIC,Energy,2046,2045,9,1/09/2045,all,Central,89.03,100%,59%,75%
VIC,Energy,2046,2045,10,1/10/2045,all,Central,51.85,100%,70%,89%
VIC,Energy,2046,2045,11,1/11/2045,all,Central,46.25,100%,68%,95%
VIC,Energy,2046,2045,12,1/12/2045,all,Central,60.31,100%,75%,91%
VIC,Energy,2046,2046,1,1/01/2046,all,Central,133.7,100%,81%,82%
VIC,Energy,2046,2046,2,1/02/2046,all,Central,117.03,100%,65%,94%
VIC,Energy,2046,2046,3,1/03/2046,all,Central,183.22,100%,74%,86%
VIC,Energy,2046,2046,4,1/04/2046,all,Central,155.25,100%,66%,84%
VIC,Energy,2046,2046,5,1/05/2046,all,Central,114.28,100%,65%,81%
VIC,Energy,2046,2046,6,1/06/2046,all,Central,179.26,100%,88%,90%
VIC,Energy,2047,2046,7,1/07/2046,all,Central,166.21,100%,73%,83%
VIC,Energy,2047,2046,8,1/08/2046,all,Central,164.51,100%,65%,66%
VIC,Energy,2047,2046,9,1/09/2046,all,Central,104.1,100%,53%,69%
VIC,Energy,2047,2046,10,1/10/2046,all,Central,53.94,100%,68%,89%
VIC,Energy,2047,2046,11,1/11/2046,all,Central,48.18,100%,68%,95%
VIC,Energy,2047,2046,12,1/12/2046,all,Central,65.67,100%,74%,94%
VIC,Energy,2047,2047,1,1/01/2047,all,Central,120.15,100%,80%,90%
VIC,Energy,2047,2047,2,1/02/2047,all,Central,116.38,100%,64%,94%
VIC,Energy,2047,2047,3,1/03/2047,all,Central,172.52,100%,79%,90%
VIC,Energy,2047,2047,4,1/04/2047,all,Central,155.09,100%,70%,86%
VIC,Energy,2047,2047,5,1/05/2047,all,Central,105.94,100%,71%,87%
VIC,Energy,2047,2047,6,1/06/2047,all,Central,181.06,100%,88%,90%
VIC,Energy,2048,2047,7,1/07/2047,all,Central,178.56,100%,71%,72%
VIC,Energy,2048,2047,8,1/08/2047,all,Central,154.35,100%,68%,73%
VIC,Energy,2048,2047,9,1/09/2047,all,Central,106.4,100%,54%,75%
VIC,Energy,2048,2047,10,1/10/2047,all,Central,52.67,100%,72%,90%
VIC,Energy,2048,2047,11,1/11/2047,all,Central,45.11,100%,68%,94%
VIC,Energy,2048,2047,12,1/12/2047,all,Central,77.65,100%,57%,95%
VIC,Energy,2048,2048,1,1/01/2048,all,Central,122.56,100%,80%,88%
VIC,Energy,2048,2048,2,1/02/2048,all,Central,113.25,100%,68%,98%
VIC,Energy,2048,2048,3,1/03/2048,all,Central,159.29,100%,81%,92%
VIC,Energy,2048,2048,4,1/04/2048,all,Central,139.89,100%,70%,89%
VIC,Energy,2048,2048,5,1/05/2048,all,Central,109.19,100%,82%,88%
VIC,Energy,2048,2048,6,1/06/2048,all,Central,180.36,100%,87%,89%
VIC,Energy,2049,2048,7,1/07/2048,all,Central,180.37,100%,69%,72%
VIC,Energy,2049,2048,8,1/08/2048,all,Central,173.61,100%,60%,64%
VIC,Energy,2049,2048,9,1/09/2048,all,Central,104.95,100%,55%,70%
VIC,Energy,2049,2048,10,1/10/2048,all,Central,53.62,100%,70%,90%
VIC,Energy,2049,2048,11,1/11/2048,all,Central,47.41,100%,68%,95%
VIC,Energy,2049,2048,12,1/12/2048,all,Central,58.22,100%,74%,91%
VIC,Energy,2049,2049,1,1/01/2049,all,Central,117.74,100%,79%,88%
VIC,Energy,2049,2049,2,1/02/2049,all,Central,111.39,100%,63%,94%
VIC,Energy,2049,2049,3,1/03/2049,all,Central,159.03,100%,83%,93%
VIC,Energy,2049,2049,4,1/04/2049,all,Central,141.63,100%,73%,90%
VIC,Energy,2049,2049,5,1/05/2049,all,Central,114.95,100%,70%,87%
VIC,Energy,2049,2049,6,1/06/2049,all,Central,182.69,100%,89%,90%
VIC,Energy,2050,2049,7,1/07/2049,all,Central,148.79,100%,83%,80%
VIC,Energy,2050,2049,8,1/08/2049,all,Central,156.77,100%,69%,71%
VIC,Energy,2050,2049,9,1/09/2049,all,Central,88.48,100%,63%,73%
VIC,Energy,2050,2049,10,1/10/2049,all,Central,45.99,100%,69%,89%
VIC,Energy,2050,2049,11,1/11/2049,all,Central,39.45,100%,69%,94%
VIC,Energy,2050,2049,12,1/12/2049,all,Central,53.55,100%,77%,92%
VIC,Energy,2050,2050,1,1/01/2050,all,Central,119.98,100%,82%,87%
VIC,Energy,2050,2050,2,1/02/2050,all,Central,109.38,100%,63%,94%
VIC,Energy,2050,2050,3,1/03/2050,all,Central,172.91,100%,78%,87%
VIC,Energy,2050,2050,4,1/04/2050,all,Central,155.97,100%,68%,88%
VIC,Energy,2050,2050,5,1/05/2050,all,Central,107.37,100%,77%,88%
VIC,Energy,2050,2050,6,1/06/2050,all,Central,211.98,100%,90%,83%
VIC,Energy,2051,2050,7,1/07/2050,all,Central,160.98,100%,76%,76%
VIC,Energy,2051,2050,8,1/08/2050,all,Central,194.74,100%,72%,59%
