Region,ContracType,FY,CY,Month,Interval_date,period_30,Scenario,price_real_$,base_dwp,solar_dwp,wind_dwp
NSW,Energy,2053,2052,11,1/11/2052,all,Central,37.14,100%,64%,103%
NSW,Energy,2053,2052,12,1/12/2052,all,Central,42.67,100%,58%,97%
NSW,Energy,2053,2053,1,1/01/2053,all,Central,93.02,100%,72%,98%
NSW,Energy,2053,2053,2,1/02/2053,all,Central,90.54,100%,55%,111%
NSW,Energy,2053,2053,3,1/03/2053,all,Central,142.76,100%,77%,96%
NSW,Energy,2053,2053,4,1/04/2053,all,Central,129.79,100%,64%,97%
NSW,Energy,2053,2053,5,1/05/2053,all,Central,123.19,100%,59%,89%
NSW,Energy,2053,2053,6,1/06/2053,all,Central,191.4,100%,70%,90%
NSW,Energy,2054,2053,7,1/07/2053,all,Central,156.77,100%,61%,85%
NSW,Energy,2054,2053,8,1/08/2053,all,Central,157.3,100%,47%,86%
NSW,Energy,2054,2053,9,1/09/2053,all,Central,79.08,100%,51%,95%
NSW,Energy,2054,2053,10,1/10/2053,all,Central,63.84,100%,54%,103%
NSW,Energy,2054,2053,11,1/11/2053,all,Central,35.96,100%,65%,103%
NSW,Energy,2054,2053,12,1/12/2053,all,Central,42.15,100%,57%,98%
NSW,Energy,2054,2054,1,1/01/2054,all,Central,106.32,100%,61%,91%
NSW,Energy,2054,2054,2,1/02/2054,all,Central,102.67,100%,47%,109%
NSW,Energy,2054,2054,3,1/03/2054,all,Central,142.29,100%,78%,98%
NSW,Energy,2054,2054,4,1/04/2054,all,Central,130.16,100%,62%,97%
NSW,Energy,2054,2054,5,1/05/2054,all,Central,126.46,100%,58%,89%
NSW,Energy,2054,2054,6,1/06/2054,all,Central,197.42,100%,70%,88%
NSW,Energy,2055,2054,7,1/07/2054,all,Central,161.29,100%,59%,84%
NSW,Energy,2055,2054,8,1/08/2054,all,Central,157.94,100%,52%,87%
NSW,Energy,2055,2054,9,1/09/2054,all,Central,80.89,100%,51%,93%
NSW,Energy,2055,2054,10,1/10/2054,all,Central,51.34,100%,68%,101%
NSW,Energy,2055,2054,11,1/11/2054,all,Central,38.24,100%,78%,98%
NSW,Energy,2055,2054,12,1/12/2054,all,Central,43.85,100%,56%,98%
NSW,Energy,2055,2055,1,1/01/2055,all,Central,102.7,100%,72%,98%
NSW,Energy,2055,2055,2,1/02/2055,all,Central,92.55,100%,52%,111%
NSW,Energy,2055,2055,3,1/03/2055,all,Central,143.57,100%,84%,95%
NSW,Energy,2055,2055,4,1/04/2055,all,Central,141.92,100%,57%,97%
NSW,Energy,2055,2055,5,1/05/2055,all,Central,124.27,100%,60%,90%
NSW,Energy,2055,2055,6,1/06/2055,all,Central,207.22,100%,67%,87%
NSW,Energy,2056,2055,7,1/07/2055,all,Central,176.05,100%,73%,83%
NSW,Energy,2056,2055,8,1/08/2055,all,Central,146.59,100%,49%,90%
NSW,Energy,2056,2055,9,1/09/2055,all,Central,76.44,100%,54%,96%
NSW,Energy,2056,2055,10,1/10/2055,all,Central,52.91,100%,60%,96%
NSW,Energy,2056,2055,11,1/11/2055,all,Central,34.88,100%,64%,103%
NSW,Energy,2056,2055,12,1/12/2055,all,Central,41.98,100%,56%,96%
NSW,Energy,2056,2056,1,1/01/2056,all,Central,100.85,100%,57%,93%
NSW,Energy,2056,2056,2,1/02/2056,all,Central,91.87,100%,52%,111%
NSW,Energy,2056,2056,3,1/03/2056,all,Central,152.87,100%,72%,97%
NSW,Energy,2056,2056,4,1/04/2056,all,Central,126.77,100%,62%,99%
NSW,Energy,2056,2056,5,1/05/2056,all,Central,127.86,100%,60%,90%
NSW,Energy,2056,2056,6,1/06/2056,all,Central,192.07,100%,73%,90%
NSW,Energy,2057,2056,7,1/07/2056,all,Central,185.04,100%,53%,81%
NSW,Energy,2057,2056,8,1/08/2056,all,Central,146.76,100%,51%,87%
NSW,Energy,2057,2056,9,1/09/2056,all,Central,78,100%,51%,94%
NSW,Energy,2057,2056,10,1/10/2056,all,Central,52.02,100%,67%,99%
NSW,Energy,2057,2056,11,1/11/2056,all,Central,37.36,100%,61%,103%
NSW,Energy,2057,2056,12,1/12/2056,all,Central,42.08,100%,58%,97%
NSW,Energy,2057,2057,1,1/01/2057,all,Central,86.55,100%,67%,91%
NSW,Energy,2057,2057,2,1/02/2057,all,Central,92.33,100%,51%,112%
NSW,Energy,2057,2057,3,1/03/2057,all,Central,138.77,100%,80%,98%
NSW,Energy,2057,2057,4,1/04/2057,all,Central,135.06,100%,61%,97%
NSW,Energy,2057,2057,5,1/05/2057,all,Central,144.8,100%,52%,90%
NSW,Energy,2057,2057,6,1/06/2057,all,Central,205.98,100%,69%,88%
NSW,Energy,2058,2057,7,1/07/2057,all,Central,174.64,100%,56%,80%
NSW,Energy,2058,2057,8,1/08/2057,all,Central,137.05,100%,54%,89%
NSW,Energy,2058,2057,9,1/09/2057,all,Central,79.81,100%,50%,94%
NSW,Energy,2058,2057,10,1/10/2057,all,Central,49.86,100%,68%,101%
NSW,Energy,2058,2057,11,1/11/2057,all,Central,43.55,100%,52%,96%
NSW,Energy,2058,2057,12,1/12/2057,all,Central,41.39,100%,58%,97%
NSW,Energy,2058,2058,1,1/01/2058,all,Central,86.34,100%,65%,107%
NSW,Energy,2058,2058,2,1/02/2058,all,Central,90.42,100%,51%,110%
NSW,Energy,2058,2058,3,1/03/2058,all,Central,142.71,100%,78%,96%
NSW,Energy,2058,2058,4,1/04/2058,all,Central,135.43,100%,61%,95%
NSW,Energy,2058,2058,5,1/05/2058,all,Central,126.1,100%,59%,90%
NSW,Energy,2058,2058,6,1/06/2058,all,Central,218.79,100%,65%,84%
NSW,Energy,2059,2058,7,1/07/2058,all,Central,160.64,100%,61%,82%
NSW,Energy,2059,2058,8,1/08/2058,all,Central,151.85,100%,53%,87%
NSW,Energy,2059,2058,9,1/09/2058,all,Central,78.67,100%,51%,92%
NSW,Energy,2059,2058,10,1/10/2058,all,Central,49.97,100%,67%,100%
NSW,Energy,2059,2058,11,1/11/2058,all,Central,37.07,100%,78%,98%
NSW,Energy,2059,2058,12,1/12/2058,all,Central,43.31,100%,56%,96%
NSW,Energy,2059,2059,1,1/01/2059,all,Central,92.44,100%,75%,97%
NSW,Energy,2059,2059,2,1/02/2059,all,Central,89.46,100%,51%,111%
NSW,Energy,2059,2059,3,1/03/2059,all,Central,143.02,100%,84%,94%
NSW,Energy,2059,2059,4,1/04/2059,all,Central,142.52,100%,58%,96%
NSW,Energy,2059,2059,5,1/05/2059,all,Central,124.63,100%,60%,89%
NSW,Energy,2059,2059,6,1/06/2059,all,Central,210.5,100%,68%,86%
NSW,Energy,2060,2059,7,1/07/2059,all,Central,180.68,100%,57%,80%
NSW,Energy,2060,2059,8,1/08/2059,all,Central,148.82,100%,49%,87%
NSW,Energy,2060,2059,9,1/09/2059,all,Central,74.39,100%,55%,95%
NSW,Energy,2060,2059,10,1/10/2059,all,Central,52.73,100%,69%,94%
NSW,Energy,2060,2059,11,1/11/2059,all,Central,39.1,100%,55%,99%
NSW,Energy,2060,2059,12,1/12/2059,all,Central,44.55,100%,55%,92%
NSW,Energy,2060,2060,1,1/01/2060,all,Central,81.13,100%,79%,93%
NSW,Energy,2060,2060,2,1/02/2060,all,Central,85.3,100%,53%,109%
NSW,Energy,2060,2060,3,1/03/2060,all,Central,141.69,100%,78%,98%
NSW,Energy,2060,2060,4,1/04/2060,all,Central,126.39,100%,64%,98%
NSW,Energy,2060,2060,5,1/05/2060,all,Central,139.31,100%,56%,88%
NSW,Energy,2060,2060,6,1/06/2060,all,Central,195.04,100%,74%,90%
QLD,Energy,2025,2024,7,1/07/2024,all,Central,112.15,100%,51%,110%
QLD,Energy,2025,2024,8,1/08/2024,all,Central,98.45,100%,57%,127%
QLD,Energy,2025,2024,9,1/09/2024,all,Central,85.09,100%,67%,139%
QLD,Energy,2025,2024,10,1/10/2024,all,Central,85.88,100%,69%,131%
QLD,Energy,2025,2024,11,1/11/2024,all,Central,96.26,100%,63%,111%
QLD,Energy,2025,2024,12,1/12/2024,all,Central,100.93,100%,76%,112%
QLD,Energy,2025,2025,1,1/01/2025,all,Central,113.42,100%,59%,113%
QLD,Energy,2025,2025,2,1/02/2025,all,Central,117,100%,55%,114%
QLD,Energy,2025,2025,3,1/03/2025,all,Central,110.26,100%,59%,110%
QLD,Energy,2025,2025,4,1/04/2025,all,Central,85.98,100%,65%,123%
QLD,Energy,2025,2025,5,1/05/2025,all,Central,97.34,100%,62%,119%
QLD,Energy,2025,2025,6,1/06/2025,all,Central,124.46,100%,63%,104%
QLD,Energy,2026,2025,7,1/07/2025,all,Central,82.03,100%,52%,115%
QLD,Energy,2026,2025,8,1/08/2025,all,Central,79.39,100%,58%,128%
QLD,Energy,2026,2025,9,1/09/2025,all,Central,77.67,100%,66%,137%
QLD,Energy,2026,2025,10,1/10/2025,all,Central,83.83,100%,52%,125%
QLD,Energy,2026,2025,11,1/11/2025,all,Central,102.84,100%,58%,112%
QLD,Energy,2026,2025,12,1/12/2025,all,Central,114.3,100%,92%,101%
QLD,Energy,2026,2026,1,1/01/2026,all,Central,107.07,100%,69%,111%
QLD,Energy,2026,2026,2,1/02/2026,all,Central,89.37,100%,62%,106%
QLD,Energy,2026,2026,3,1/03/2026,all,Central,92.73,100%,71%,108%
QLD,Energy,2026,2026,4,1/04/2026,all,Central,81.79,100%,62%,113%
QLD,Energy,2026,2026,5,1/05/2026,all,Central,89.39,100%,60%,114%
QLD,Energy,2026,2026,6,1/06/2026,all,Central,121.19,100%,61%,100%
QLD,Energy,2027,2026,7,1/07/2026,all,Central,79.2,100%,70%,125%
QLD,Energy,2027,2026,8,1/08/2026,all,Central,80.05,100%,54%,132%
QLD,Energy,2027,2026,9,1/09/2026,all,Central,72.69,100%,62%,139%
QLD,Energy,2027,2026,10,1/10/2026,all,Central,60.54,100%,64%,138%
QLD,Energy,2027,2026,11,1/11/2026,all,Central,88.05,100%,57%,121%
QLD,Energy,2027,2026,12,1/12/2026,all,Central,87.89,100%,68%,115%
QLD,Energy,2027,2027,1,1/01/2027,all,Central,90.01,100%,55%,117%
QLD,Energy,2027,2027,2,1/02/2027,all,Central,82.22,100%,50%,105%
QLD,Energy,2027,2027,3,1/03/2027,all,Central,90.05,100%,55%,116%
QLD,Energy,2027,2027,4,1/04/2027,all,Central,75.94,100%,74%,115%
QLD,Energy,2027,2027,5,1/05/2027,all,Central,85.7,100%,64%,119%
QLD,Energy,2027,2027,6,1/06/2027,all,Central,120.68,100%,59%,100%
QLD,Energy,2028,2027,7,1/07/2027,all,Central,69.21,100%,57%,119%
QLD,Energy,2028,2027,8,1/08/2027,all,Central,87.11,100%,48%,129%
QLD,Energy,2028,2027,9,1/09/2027,all,Central,74.13,100%,63%,138%
QLD,Energy,2028,2027,10,1/10/2027,all,Central,58.92,100%,63%,135%
QLD,Energy,2028,2027,11,1/11/2027,all,Central,93.8,100%,57%,123%
QLD,Energy,2028,2027,12,1/12/2027,all,Central,79.39,100%,69%,113%
QLD,Energy,2028,2028,1,1/01/2028,all,Central,77.32,100%,66%,109%
QLD,Energy,2028,2028,2,1/02/2028,all,Central,83.25,100%,60%,102%
QLD,Energy,2028,2028,3,1/03/2028,all,Central,95.6,100%,57%,106%
QLD,Energy,2028,2028,4,1/04/2028,all,Central,74.96,100%,56%,117%
QLD,Energy,2028,2028,5,1/05/2028,all,Central,85.9,100%,56%,115%
QLD,Energy,2028,2028,6,1/06/2028,all,Central,113.35,100%,61%,99%
QLD,Energy,2029,2028,7,1/07/2028,all,Central,75.87,100%,48%,118%
QLD,Energy,2029,2028,8,1/08/2028,all,Central,70.06,100%,73%,125%
QLD,Energy,2029,2028,9,1/09/2028,all,Central,60.16,100%,57%,140%
QLD,Energy,2029,2028,10,1/10/2028,all,Central,62.35,100%,56%,133%
QLD,Energy,2029,2028,11,1/11/2028,all,Central,86.68,100%,52%,119%
QLD,Energy,2029,2028,12,1/12/2028,all,Central,102.74,100%,50%,132%
QLD,Energy,2029,2029,1,1/01/2029,all,Central,98,100%,52%,116%
QLD,Energy,2029,2029,2,1/02/2029,all,Central,81.63,100%,49%,103%
QLD,Energy,2029,2029,3,1/03/2029,all,Central,74.92,100%,57%,109%
QLD,Energy,2029,2029,4,1/04/2029,all,Central,66.04,100%,62%,115%
QLD,Energy,2029,2029,5,1/05/2029,all,Central,79.46,100%,53%,115%
QLD,Energy,2029,2029,6,1/06/2029,all,Central,112.03,100%,58%,96%
QLD,Energy,2030,2029,7,1/07/2029,all,Central,83.07,100%,42%,113%
QLD,Energy,2030,2029,8,1/08/2029,all,Central,74.58,100%,52%,129%
QLD,Energy,2030,2029,9,1/09/2029,all,Central,63.13,100%,48%,132%
QLD,Energy,2030,2029,10,1/10/2029,all,Central,58.41,100%,54%,129%
QLD,Energy,2030,2029,11,1/11/2029,all,Central,72.74,100%,63%,118%
QLD,Energy,2030,2029,12,1/12/2029,all,Central,83.48,100%,63%,110%
QLD,Energy,2030,2030,1,1/01/2030,all,Central,74.57,100%,68%,115%
QLD,Energy,2030,2030,2,1/02/2030,all,Central,77.64,100%,74%,103%
QLD,Energy,2030,2030,3,1/03/2030,all,Central,87.91,100%,47%,116%
QLD,Energy,2030,2030,4,1/04/2030,all,Central,68.29,100%,58%,113%
QLD,Energy,2030,2030,5,1/05/2030,all,Central,77.24,100%,49%,110%
QLD,Energy,2030,2030,6,1/06/2030,all,Central,107.59,100%,57%,96%
QLD,Energy,2031,2030,7,1/07/2030,all,Central,68.1,100%,49%,110%
QLD,Energy,2031,2030,8,1/08/2030,all,Central,63.81,100%,56%,124%
QLD,Energy,2031,2030,9,1/09/2030,all,Central,75.44,100%,40%,123%
QLD,Energy,2031,2030,10,1/10/2030,all,Central,57.6,100%,57%,124%
QLD,Energy,2031,2030,11,1/11/2030,all,Central,65.15,100%,60%,113%
QLD,Energy,2031,2030,12,1/12/2030,all,Central,77.78,100%,79%,99%
QLD,Energy,2031,2031,1,1/01/2031,all,Central,72.25,100%,81%,100%
QLD,Energy,2031,2031,2,1/02/2031,all,Central,74.43,100%,60%,120%
QLD,Energy,2031,2031,3,1/03/2031,all,Central,94.59,100%,55%,107%
QLD,Energy,2031,2031,4,1/04/2031,all,Central,70.88,100%,57%,110%
QLD,Energy,2031,2031,5,1/05/2031,all,Central,76.52,100%,58%,109%
QLD,Energy,2031,2031,6,1/06/2031,all,Central,106.23,100%,67%,99%
QLD,Energy,2032,2031,7,1/07/2031,all,Central,68.68,100%,49%,101%
QLD,Energy,2032,2031,8,1/08/2031,all,Central,70.07,100%,57%,109%
QLD,Energy,2032,2031,9,1/09/2031,all,Central,69.69,100%,59%,106%
QLD,Energy,2032,2031,10,1/10/2031,all,Central,62.98,100%,63%,109%
QLD,Energy,2032,2031,11,1/11/2031,all,Central,67.19,100%,68%,106%
QLD,Energy,2032,2031,12,1/12/2031,all,Central,69.56,100%,68%,99%
QLD,Energy,2032,2032,1,1/01/2032,all,Central,76.36,100%,64%,108%
QLD,Energy,2032,2032,2,1/02/2032,all,Central,79.97,100%,57%,100%
QLD,Energy,2032,2032,3,1/03/2032,all,Central,80.3,100%,70%,101%
QLD,Energy,2032,2032,4,1/04/2032,all,Central,85.46,100%,54%,92%
QLD,Energy,2032,2032,5,1/05/2032,all,Central,83.48,100%,61%,104%
QLD,Energy,2032,2032,6,1/06/2032,all,Central,126.75,100%,62%,90%
QLD,Energy,2033,2032,7,1/07/2032,all,Central,70.64,100%,58%,98%
QLD,Energy,2033,2032,8,1/08/2032,all,Central,84.29,100%,54%,110%
QLD,Energy,2033,2032,9,1/09/2032,all,Central,73.62,100%,52%,105%
QLD,Energy,2033,2032,10,1/10/2032,all,Central,70.48,100%,64%,104%
QLD,Energy,2033,2032,11,1/11/2032,all,Central,70.24,100%,66%,106%
QLD,Energy,2033,2032,12,1/12/2032,all,Central,73.08,100%,76%,100%
QLD,Energy,2033,2033,1,1/01/2033,all,Central,79.89,100%,79%,98%
QLD,Energy,2033,2033,2,1/02/2033,all,Central,88.43,100%,72%,97%
QLD,Energy,2033,2033,3,1/03/2033,all,Central,90.11,100%,77%,99%
QLD,Energy,2033,2033,4,1/04/2033,all,Central,84.26,100%,61%,95%
QLD,Energy,2033,2033,5,1/05/2033,all,Central,85.57,100%,66%,100%
QLD,Energy,2033,2033,6,1/06/2033,all,Central,106.18,100%,72%,95%
QLD,Energy,2034,2033,7,1/07/2033,all,Central,114.79,100%,75%,95%
QLD,Energy,2034,2033,8,1/08/2033,all,Central,95.03,100%,60%,108%
QLD,Energy,2034,2033,9,1/09/2033,all,Central,80.09,100%,49%,111%
QLD,Energy,2034,2033,10,1/10/2033,all,Central,54.97,100%,59%,110%
QLD,Energy,2034,2033,11,1/11/2033,all,Central,73.82,100%,92%,102%
QLD,Energy,2034,2033,12,1/12/2033,all,Central,68.52,100%,69%,101%
QLD,Energy,2034,2034,1,1/01/2034,all,Central,95.83,100%,80%,102%
QLD,Energy,2034,2034,2,1/02/2034,all,Central,104.69,100%,66%,95%
QLD,Energy,2034,2034,3,1/03/2034,all,Central,117.7,100%,81%,102%
QLD,Energy,2034,2034,4,1/04/2034,all,Central,92.07,100%,66%,99%
QLD,Energy,2034,2034,5,1/05/2034,all,Central,99.49,100%,60%,100%
QLD,Energy,2034,2034,6,1/06/2034,all,Central,146.5,100%,73%,96%
QLD,Energy,2035,2034,7,1/07/2034,all,Central,105.42,100%,57%,104%
QLD,Energy,2035,2034,8,1/08/2034,all,Central,86.04,100%,64%,107%
QLD,Energy,2035,2034,9,1/09/2034,all,Central,62.08,100%,59%,108%
QLD,Energy,2035,2034,10,1/10/2034,all,Central,53.25,100%,61%,108%
QLD,Energy,2035,2034,11,1/11/2034,all,Central,57.89,100%,62%,108%
QLD,Energy,2035,2034,12,1/12/2034,all,Central,67.86,100%,68%,103%
QLD,Energy,2035,2035,1,1/01/2035,all,Central,84.5,100%,78%,100%
QLD,Energy,2035,2035,2,1/02/2035,all,Central,85.76,100%,70%,97%
QLD,Energy,2035,2035,3,1/03/2035,all,Central,136.67,100%,66%,106%
QLD,Energy,2035,2035,4,1/04/2035,all,Central,90.31,100%,75%,94%
QLD,Energy,2035,2035,5,1/05/2035,all,Central,86.37,100%,67%,97%
QLD,Energy,2035,2035,6,1/06/2035,all,Central,138.49,100%,69%,92%
QLD,Energy,2036,2035,7,1/07/2035,all,Central,130.18,100%,54%,97%
QLD,Energy,2036,2035,8,1/08/2035,all,Central,120.72,100%,59%,107%
QLD,Energy,2036,2035,9,1/09/2035,all,Central,67.41,100%,57%,112%
QLD,Energy,2036,2035,10,1/10/2035,all,Central,52.61,100%,63%,109%
QLD,Energy,2036,2035,11,1/11/2035,all,Central,57.82,100%,64%,103%
QLD,Energy,2036,2035,12,1/12/2035,all,Central,64.16,100%,69%,97%
QLD,Energy,2036,2036,1,1/01/2036,all,Central,136.53,100%,92%,93%
QLD,Energy,2036,2036,2,1/02/2036,all,Central,125.32,100%,64%,97%
QLD,Energy,2036,2036,3,1/03/2036,all,Central,142.12,100%,76%,98%
QLD,Energy,2036,2036,4,1/04/2036,all,Central,102.34,100%,70%,101%
QLD,Energy,2036,2036,5,1/05/2036,all,Central,115.24,100%,64%,97%
QLD,Energy,2036,2036,6,1/06/2036,all,Central,167.99,100%,60%,89%
QLD,Energy,2037,2036,7,1/07/2036,all,Central,114.26,100%,61%,96%
QLD,Energy,2037,2036,8,1/08/2036,all,Central,113.57,100%,68%,105%
QLD,Energy,2037,2036,9,1/09/2036,all,Central,77.81,100%,46%,109%
QLD,Energy,2037,2036,10,1/10/2036,all,Central,47.06,100%,60%,110%
QLD,Energy,2037,2036,11,1/11/2036,all,Central,67.86,100%,55%,108%
QLD,Energy,2037,2036,12,1/12/2036,all,Central,64.48,100%,71%,101%
QLD,Energy,2037,2037,1,1/01/2037,all,Central,111.52,100%,76%,104%
QLD,Energy,2037,2037,2,1/02/2037,all,Central,140.15,100%,53%,100%
QLD,Energy,2037,2037,3,1/03/2037,all,Central,144.78,100%,84%,96%
QLD,Energy,2037,2037,4,1/04/2037,all,Central,99.24,100%,73%,98%
QLD,Energy,2037,2037,5,1/05/2037,all,Central,117.79,100%,61%,100%
QLD,Energy,2037,2037,6,1/06/2037,all,Central,153.3,100%,64%,90%
QLD,Energy,2038,2037,7,1/07/2037,all,Central,125.09,100%,63%,95%
QLD,Energy,2038,2037,8,1/08/2037,all,Central,110.79,100%,62%,105%
QLD,Energy,2038,2037,9,1/09/2037,all,Central,64.29,100%,53%,107%
QLD,Energy,2038,2037,10,1/10/2037,all,Central,48.28,100%,62%,107%
QLD,Energy,2038,2037,11,1/11/2037,all,Central,68.37,100%,64%,96%
QLD,Energy,2038,2037,12,1/12/2037,all,Central,63.92,100%,74%,94%
QLD,Energy,2038,2038,1,1/01/2038,all,Central,110.81,100%,75%,101%
QLD,Energy,2038,2038,2,1/02/2038,all,Central,143.47,100%,53%,88%
QLD,Energy,2038,2038,3,1/03/2038,all,Central,136.58,100%,79%,101%
QLD,Energy,2038,2038,4,1/04/2038,all,Central,105.77,100%,87%,94%
QLD,Energy,2038,2038,5,1/05/2038,all,Central,119.96,100%,63%,97%
QLD,Energy,2038,2038,6,1/06/2038,all,Central,153.45,100%,66%,89%
QLD,Energy,2039,2038,7,1/07/2038,all,Central,122.13,100%,58%,90%
QLD,Energy,2039,2038,8,1/08/2038,all,Central,120.46,100%,60%,103%
QLD,Energy,2039,2038,9,1/09/2038,all,Central,77.01,100%,46%,101%
QLD,Energy,2039,2038,10,1/10/2038,all,Central,55.68,100%,59%,105%
QLD,Energy,2039,2038,11,1/11/2038,all,Central,57.18,100%,71%,104%
QLD,Energy,2039,2038,12,1/12/2038,all,Central,67.41,100%,69%,97%
QLD,Energy,2039,2039,1,1/01/2039,all,Central,109.4,100%,82%,99%
QLD,Energy,2039,2039,2,1/02/2039,all,Central,125,100%,58%,95%
QLD,Energy,2039,2039,3,1/03/2039,all,Central,151.89,100%,83%,96%
QLD,Energy,2039,2039,4,1/04/2039,all,Central,104.74,100%,68%,94%
QLD,Energy,2039,2039,5,1/05/2039,all,Central,128.5,100%,63%,99%
QLD,Energy,2039,2039,6,1/06/2039,all,Central,155.06,100%,64%,91%
QLD,Energy,2040,2039,7,1/07/2039,all,Central,122.88,100%,57%,92%
QLD,Energy,2040,2039,8,1/08/2039,all,Central,116.66,100%,59%,102%
QLD,Energy,2040,2039,9,1/09/2039,all,Central,70.64,100%,50%,106%
QLD,Energy,2040,2039,10,1/10/2039,all,Central,46.95,100%,53%,107%
QLD,Energy,2040,2039,11,1/11/2039,all,Central,50.52,100%,65%,104%
QLD,Energy,2040,2039,12,1/12/2039,all,Central,69.97,100%,62%,95%
QLD,Energy,2040,2040,1,1/01/2040,all,Central,117.3,100%,72%,95%
QLD,Energy,2040,2040,2,1/02/2040,all,Central,110.24,100%,64%,97%
QLD,Energy,2040,2040,3,1/03/2040,all,Central,165.37,100%,67%,98%
QLD,Energy,2040,2040,4,1/04/2040,all,Central,111.64,100%,63%,91%
QLD,Energy,2040,2040,5,1/05/2040,all,Central,123.83,100%,62%,98%
QLD,Energy,2040,2040,6,1/06/2040,all,Central,160.21,100%,63%,88%
QLD,Energy,2041,2040,7,1/07/2040,all,Central,121.82,100%,63%,91%
QLD,Energy,2041,2040,8,1/08/2040,all,Central,111.45,100%,56%,101%
QLD,Energy,2041,2040,9,1/09/2040,all,Central,71.26,100%,47%,101%
QLD,Energy,2041,2040,10,1/10/2040,all,Central,46.21,100%,58%,104%
QLD,Energy,2041,2040,11,1/11/2040,all,Central,65.09,100%,62%,96%
QLD,Energy,2041,2040,12,1/12/2040,all,Central,66.84,100%,70%,94%
QLD,Energy,2041,2041,1,1/01/2041,all,Central,115.93,100%,76%,100%
QLD,Energy,2041,2041,2,1/02/2041,all,Central,121.78,100%,59%,89%
QLD,Energy,2041,2041,3,1/03/2041,all,Central,137.35,100%,75%,100%
QLD,Energy,2041,2041,4,1/04/2041,all,Central,109.67,100%,80%,89%
QLD,Energy,2041,2041,5,1/05/2041,all,Central,128.43,100%,61%,97%
QLD,Energy,2041,2041,6,1/06/2041,all,Central,165.48,100%,60%,86%
QLD,Energy,2042,2041,7,1/07/2041,all,Central,110.89,100%,60%,92%
QLD,Energy,2042,2041,8,1/08/2041,all,Central,108.07,100%,58%,103%
QLD,Energy,2042,2041,9,1/09/2041,all,Central,70.14,100%,50%,102%
QLD,Energy,2042,2041,10,1/10/2041,all,Central,47.51,100%,52%,106%
QLD,Energy,2042,2041,11,1/11/2041,all,Central,57.94,100%,60%,109%
QLD,Energy,2042,2041,12,1/12/2041,all,Central,67.07,100%,71%,96%
QLD,Energy,2042,2042,1,1/01/2042,all,Central,118.54,100%,74%,97%
QLD,Energy,2042,2042,2,1/02/2042,all,Central,127.79,100%,53%,87%
QLD,Energy,2042,2042,3,1/03/2042,all,Central,139,100%,75%,97%
QLD,Energy,2042,2042,4,1/04/2042,all,Central,133,100%,58%,81%
QLD,Energy,2042,2042,5,1/05/2042,all,Central,130.93,100%,59%,97%
QLD,Energy,2042,2042,6,1/06/2042,all,Central,148.71,100%,66%,89%
QLD,Energy,2043,2042,7,1/07/2042,all,Central,109.12,100%,56%,93%
QLD,Energy,2043,2042,8,1/08/2042,all,Central,105.73,100%,54%,103%
QLD,Energy,2043,2042,9,1/09/2042,all,Central,69.64,100%,46%,104%
QLD,Energy,2043,2042,10,1/10/2042,all,Central,46.68,100%,51%,108%
QLD,Energy,2043,2042,11,1/11/2042,all,Central,56.1,100%,57%,111%
QLD,Energy,2043,2042,12,1/12/2042,all,Central,64.67,100%,68%,97%
QLD,Energy,2043,2043,1,1/01/2043,all,Central,116.76,100%,73%,98%
QLD,Energy,2043,2043,2,1/02/2043,all,Central,121.07,100%,52%,91%
QLD,Energy,2043,2043,3,1/03/2043,all,Central,132.86,100%,74%,98%
QLD,Energy,2043,2043,4,1/04/2043,all,Central,136.06,100%,55%,82%
QLD,Energy,2043,2043,5,1/05/2043,all,Central,129.01,100%,55%,98%
QLD,Energy,2043,2043,6,1/06/2043,all,Central,148.47,100%,63%,90%
QLD,Energy,2044,2043,7,1/07/2043,all,Central,116.19,100%,53%,90%
QLD,Energy,2044,2043,8,1/08/2043,all,Central,120.32,100%,50%,104%
QLD,Energy,2044,2043,9,1/09/2043,all,Central,67,100%,46%,108%
QLD,Energy,2044,2043,10,1/10/2043,all,Central,45.31,100%,51%,111%
QLD,Energy,2044,2043,11,1/11/2043,all,Central,53.71,100%,58%,108%
QLD,Energy,2044,2043,12,1/12/2043,all,Central,66.34,100%,66%,99%
QLD,Energy,2044,2044,1,1/01/2044,all,Central,107.96,100%,80%,101%
QLD,Energy,2044,2044,2,1/02/2044,all,Central,119.98,100%,51%,94%
QLD,Energy,2044,2044,3,1/03/2044,all,Central,144.75,100%,69%,97%
QLD,Energy,2044,2044,4,1/04/2044,all,Central,105.67,100%,65%,93%
QLD,Energy,2044,2044,5,1/05/2044,all,Central,128.08,100%,62%,99%
QLD,Energy,2044,2044,6,1/06/2044,all,Central,148.24,100%,62%,90%
QLD,Energy,2045,2044,7,1/07/2044,all,Central,119.85,100%,58%,94%
QLD,Energy,2045,2044,8,1/08/2044,all,Central,108.73,100%,53%,103%
QLD,Energy,2045,2044,9,1/09/2044,all,Central,66.9,100%,48%,105%
QLD,Energy,2045,2044,10,1/10/2044,all,Central,48.22,100%,54%,106%
QLD,Energy,2045,2044,11,1/11/2044,all,Central,65.24,100%,57%,100%
QLD,Energy,2045,2044,12,1/12/2044,all,Central,66.66,100%,67%,95%
QLD,Energy,2045,2045,1,1/01/2045,all,Central,115.75,100%,73%,102%
QLD,Energy,2045,2045,2,1/02/2045,all,Central,114.3,100%,57%,95%
